gene	gene_symb	major_transcript	minor_transcript	iso_ratio	diff	maj_pval	min_pval	p_value	corr	final_sp	event_importance	exclusive_domains	adj_pval
54059	YBEY	ENST00000339195.10	ENST00000329319.7	0.25	0.42099186986520454	0.0029025139714886237	0.026340455832214813	0.0059708140203880876	0.7970653524187145	1	0.5984909445008844	[]	0.0058985095925364606
51234	EMC4	ENST00000249209.8	ENST00000560947.1	0.25	0.13402996411837162	0.002908933685907589	0.016053845394541893	0.005982413428933257	0.753998730310073	3	0.5202872957255557	[]	0.005909887974922334
9158	FIBP	ENST00000338369.6	ENST00000533045.5	0.25	0.08080288902844673	0.0029152956835546873	0.13663837423998423	0.005993905058086591	0.8078604088521196	3	0.7927582824339607	[]	0.005921179752637608
51669	SARAF	ENST00000256255.11	ENST00000523127.5	0.25	0.06934209446395481	0.0029298105998262196	0.012986693991068365	0.006020110262776226	0.5282648682122059	3	0.843598228542773	[]	0.005946864331341405
4089	SMAD4	ENST00000589076.5	ENST00000589941.1	0.5	0.08643724569835264	0.0014699133827471803	0.016883305324601916	0.006038182942446726	0.9657223535032533	3	0.43267706616805635	[]	0.0059645544980240234
10897	YIF1A	ENST00000431556.6	ENST00000359461.10	0.25	0.14325310784928347	0.00294614110482185	0.0005127779939881844	0.006049571841335921	0.9547260360191512	3	0.5186563162405633	[]	0.005975723057024646
10897	YIF1A	ENST00000431556.6	ENST00000376901.9	0.25	0.11799449821470848	0.00294614110482185	0.04971020676607701	0.006049571841335921	0.5290783693520664	3	0.7174854152997316	[]	0.005975723057024646
25843	MOB4	ENST00000409916.5	ENST00000323303.9	0.25	0.1173859428131711	0.0029478306283475066	0.009648213792246929	0.00605261858730194	0.5463338724620902	3	0.6994054357869395	[]	0.0059786918570916905
1297	COL9A1	ENST00000447041.6	ENST00000683980.1	0.25	0.3971207840746348	0.002949027784277273	0.1990525583400351	0.006054777292018043	0.596241204157306	1	0.5108849001474486	['PF01391']	0.005980803811386963
375449	MAST4	ENST00000403625.6	ENST00000450827.5	0.25	0.1513043850224208	0.002952708681439704	0.014913646020302103	0.0060614139038314835	0.5869623071778212	2	0.5649429435541247	['PF17820', 'PF08926', 'PF00069']	0.005987277715919514
124944	C17orf49	ENST00000552775.1	ENST00000547747.1	0.25	0.1297763130281769	0.0029535968444545715	0.09332848845713633	0.006063015078854761	0.7297476982261424	3	0.4438095083568988	[]	0.005988838895508102
124944	C17orf49	ENST00000552775.1	ENST00000552402.5	0.25	0.07120922052559384	0.0029535968444545715	0.20813121468967502	0.006063015078854761	0.839038252483395	3	0.23793896687687782	[]	0.005988838895508102
23265	EXOC7	ENST00000332065.9	ENST00000589210.6	0.25	0.1387075477297582	0.002960426780346991	0.0003214062667130295	0.006075325817398183	0.8328349712068365	3	0.7773226756460987	[]	0.00600087630294428
5176	SERPINF1	ENST00000571149.5	ENST00000572048.1	0.25	0.07318497095418729	0.0029742786699907507	0.02881007769537041	0.006100281313667377	0.6923316571533015	3	0.21964962386296064	['PF00079']	0.006025423298516628
3611	ILK	ENST00000396751.6	ENST00000420936.6	0.25	0.13568634194862308	0.0029826122858294443	0.012293173259920305	0.006115287339975733	0.9721077947612716	3	0.5081722697184785	[]	0.0060401834191842075
9861	PSMD6	ENST00000295901.9	ENST00000482510.5	0.25	0.12099469030332284	0.003000287466441475	0.027073282976764843	0.006147095121824912	0.7584744879434737	2	0.850811517082842	[]	0.006071455695390844
84287	ZDHHC16	ENST00000370854.7	ENST00000352634.8	0.25	0.1583029813629814	0.0030022215510408226	0.012693521740012731	0.006150574065823445	0.9327063598604983	3	0.2641930649747837	[]	0.006074829711830049
84287	ZDHHC16	ENST00000370854.7	ENST00000417044.1	0.25	0.19280267251235828	0.0030022215510408226	0.006084806281195642	0.006150574065823445	0.9725080691217306	3	0.33309622240189973	[]	0.006074829711830049
7106	TSPAN4	ENST00000397404.5	ENST00000532375.5	0.25	0.11188842662501967	0.0030046171634553528	0.02886041475453207	0.006154882753368593	0.5594235986704298	3	0.33011330239094117	[]	0.006078961011868092
84939	PWWP3A	ENST00000588810.6	ENST00000587460.6	0.25	0.05153816630394564	0.0030141494545134376	0.29044203819515635	0.006172022563075648	0.6143554344424372	3	0.6868375421384426	[]	0.006095619275378435
10059	DNM1L	ENST00000434676.6	ENST00000547078.5	0.5	0.05714779125703393	0.001508831512180455	0.03060069641170617	0.006178338336050963	0.6957287397306589	3	0.15913753260882246	[]	0.006101836065619111
51317	PHF21A	ENST00000525676.5	ENST00000533757.5	0.25	0.0736390905224523	0.003022689348527251	0.11896977905617437	0.006187371563644649	0.5791452903596264	3	0.16837166076010965	[]	0.006110674119236093
25923	ATL3	ENST00000398868.8	ENST00000538786.1	0.25	0.07500290522883508	0.003031482235825937	0.003896570441009894	0.006203168974040609	0.545713547309758	2	0.9075279467450899	[]	0.006126129523114674
57862	ZNF410	ENST00000334521.8	ENST00000555730.6	0.25	0.059390576595546134	0.003039699527834464	0.1610548314056188	0.006217926498842072	0.7441013168570324	2	0.8031421320236924	[]	0.00614068283551262
7163	TPD52	ENST00000518517.5	ENST00000520795.5	0.25	0.1562683477206473	0.0030442544081481855	0.0703348744316766	0.00622610426503802	0.8822626856939296	3	0.5766063233110494	['PF04201']	0.00614871708992618
123355	LRRC28	ENST00000558879.5	ENST00000331450.9	0.75	0.06148921925216738	0.0010169510823360072	0.022782026575541542	0.006237948703349555	0.7651210478597573	1	0.3153354983855572	[]	0.006160330305554069
1981	EIF4G1	ENST00000350481.9	ENST00000676453.1	0.25	0.07449579678822113	0.003055669440885612	0.00016471238124433446	0.0062465911699304405	0.9910604917636446	3	0.2308865683763138	['PF02020', 'PF02847', 'PF02854']	0.00616880214524127
1981	EIF4G1	ENST00000350481.9	ENST00000413967.5	0.25	0.07449579678822113	0.003055669440885612	0.00030996611008317864	0.0062465911699304405	0.9392046736539466	3	0.16813885472628737	['PF02020', 'PF02847', 'PF02854']	0.00616880214524127
64132	XYLT2	ENST00000376550.7	ENST00000017003.7	0.25	0.12626608385841753	0.0030557801797606063	0.4265339376654727	0.006246789864065568	0.9259532016057782	3	0.7596101871939168	['PF12529', 'PF02485']	0.00616880214524127
57835	SLC4A5	ENST00000423644.5	ENST00000637036.1	0.25	0.16633805906473983	0.0030663197286306307	0.03050466577297006	0.006265695949645767	0.6316601267117876	2	0.41403765204360143	['PF07565']	0.006187268225259555
220416	LRRC63	ENST00000676025.1	ENST00000674837.1	0.25	0.07104105486071068	0.0030707903907044145	0.47055661778363983	0.00627371278887166	0.5185535545785669	3	0.4734513964538024	[]	0.0061951424755944725
51760	SYT17	ENST00000568115.5	ENST00000562711.6	0.25	0.05510866470155471	0.0030939825586541567	0.5668583642943474	0.006315275170817213	0.7717916351497095	2	0.5402943151926505	[]	0.006235482729106185
808	CALM3	ENST00000391918.6	ENST00000597743.5	0.25	0.09999372724336197	0.0031131030999722083	0.004187314750437341	0.006349508143031859	0.969235503074735	3	0.5266478275055259	['PF00036']	0.006269005282548086
54973	INTS11	ENST00000430786.5	ENST00000545578.5	0.25	0.06289757524395276	0.0031151729991194155	0.2387291475969259	0.006353212277882375	0.61113910403881	1	0.28409791210417895	['PF16661', 'PF10996', 'PF07521']	0.006272598288078652
3547	IGSF1	ENST00000370901.4	ENST00000370900.5	0.25	0.15415973036344469	0.003117902835623601	0.0012139125773103754	0.006358096860962637	0.9911270055444278	3	0.27849876950627633	[]	0.006277313866466101
9815	GIT2	ENST00000354574.8	ENST00000361006.9	0.75	0.10158618060767446	0.00103966658876425	0.12836088359707135	0.006360059465497281	0.7611787653359169	3	0.26477174964499894	['PF16559']	0.006279123064591061
64210	MMS19	ENST00000444411.5	ENST00000370782.6	0.25	0.14130437085700326	0.0031238402986075255	0.15164333561685409	0.006368718889437838	0.5544143630500566	3	0.389975287386399	['PF14500', 'PF12460']	0.006287586527442548
2495	FTH1	ENST00000529548.1	ENST00000620041.4	0.5	0.0940170434880063	0.0015643386724483773	0.034585191735232744	0.006377370203953979	0.8971006174282091	3	0.40891822373749553	[]	0.006296063221088691
1893	ECM1	ENST00000346569.6	ENST00000369049.8	0.25	0.458040943171791	0.003131529431830599	0.04305471907101798	0.00638247043674786	0.8854740636942556	3	0.6414524830091041	[]	0.006300969506333417
333	APLP1	ENST00000590561.5	ENST00000652533.1	0.25	0.26282221962968905	0.003133551330350731	0.1928490840400372	0.00638608569510549	0.7778235716380162	2	0.5577130579101184	['PF12925', 'PF10515', 'PF12924', 'PF02177']	0.006304495600931971
10314	LANCL1	ENST00000448951.5	ENST00000431941.6	0.25	0.09982378575924812	0.003144137043119956	0.06243341304329287	0.006405008173991681	0.760754494182995	3	0.41425625866292526	[]	0.0063230469434696485
25978	CHMP2B	ENST00000263780.9	ENST00000471660.5	0.25	0.11982055295112196	0.003179956994810589	0.007231162422496798	0.006468972178538517	0.9745284602118579	3	0.6039042091486412	[]	0.006385735090554656
25912	C1orf43	ENST00000368521.10	ENST00000362076.8	0.25	0.12658441760437095	0.0031927268258819734	0.018896590023042534	0.006491750929097475	0.9040746127289082	3	0.36521662868610216	[]	0.006408133323639797
25912	C1orf43	ENST00000368521.10	ENST00000640799.1	0.25	0.20591747273278874	0.0031927268258819734	0.0015220722796906797	0.006491750929097475	0.9696872169958222	3	0.4695054569406111	[]	0.006408133323639797
10219	KLRG1	ENST00000356986.8	ENST00000539240.5	0.25	0.23826607862657168	0.0032023456953120637	0.05227757280860493	0.006508900578345769	0.7104160072656915	2	0.7447551518951048	[]	0.006424952511055465
10133	OPTN	ENST00000482140.5	ENST00000378757.6	0.25	0.05971037793984622	0.003207472076598783	0.000646603246796134	0.006518037540567432	0.8719852656226393	3	0.37431775090087394	['PF16516', 'PF11577', 'PF18414']	0.0064338838555996975
11016	ATF7	ENST00000591397.1	ENST00000420353.7	0.25	0.08546270540013279	0.003219788527964527	0.0022187476893396544	0.006539981297077381	0.6715737949237087	2	0.9195991516319453	['PF00170']	0.006455390176326458
9567	GTPBP1	ENST00000489527.1	ENST00000484657.5	0.25	0.07207832424412673	0.003237107649069237	0.019309503555519632	0.006570818205599166	0.7909842528304672	3	0.27427782454239713	[]	0.006485739740972878
6157	RPL27A	ENST00000530022.5	ENST00000526562.5	0.25	0.06234723464040133	0.003244650573415204	0.11481553782996815	0.006584241226504364	0.9552234930922422	3	0.10287141752634357	[]	0.006498922462176756
9963	SLC23A1	ENST00000348729.8	ENST00000353963.7	0.25	0.20210111508334686	0.0032545131880620647	0.017209238124966764	0.0066017856435405305	0.7383603989958899	2	0.41135209651143256	[]	0.006516128410510847
63979	FIGNL1	ENST00000436590.5	ENST00000611938.4	0.5	0.07847642592502188	0.0016314492531158391	0.06000788776071433	0.006616696248139734	0.5243567392138729	2	0.6062520230105072	['PF00004', 'PF09336']	0.0065308010006517965
85395	FAM207A	ENST00000397826.7	ENST00000458015.1	0.25	0.2302009445469629	0.0032667310840810175	1.4150774694027424e-05	0.006623509466490201	0.9425911795395138	3	0.44361826032142004	[]	0.006537458876557716
80230	RUFY1	ENST00000437570.6	ENST00000508609.5	0.25	0.09026755646541124	0.0032724713541725007	0.0034220943453080817	0.006633711909336401	0.8956387752897417	3	0.2371645652791028	['PF01363']	0.006547484106369933
57489	ODF2L	ENST00000317336.11	ENST00000462648.5	0.25	0.055445465753109956	0.003273559837200573	0.6281779159414936	0.006635646235622605	0.5306546026917839	1	0.3719957944596421	[]	0.006549303931320496
57489	ODF2L	ENST00000317336.11	ENST00000460698.6	0.25	0.055445465753109956	0.003273559837200573	0.040670658328964736	0.006635646235622605	0.7210221634328731	1	0.20974814770439643	[]	0.006549303931320496
4123	MAN2C1	ENST00000568374.5	ENST00000267978.10	0.25	0.1702309207946971	0.003290715210257808	0.05776575345899186	0.006666120851115934	0.5913462914445202	3	0.66477460545939	['PF09261', 'PF07748', 'PF01074', 'PF17677']	0.00657929224592004
4929	NR4A2	ENST00000417764.5	ENST00000417972.5	0.5	0.0702500617374906	0.001651055446037993	0.09929501121434076	0.006686351648393882	0.837648448455011	1	0.13477239087052567	[]	0.006599034427437096
25792	CIZ1	ENST00000415526.5	ENST00000471839.5	0.25	0.1595278151668132	0.0033144523496178467	0.016595838079105092	0.0067082503964149874	0.954325654294477	3	0.6856040968169511	[]	0.006620331023701769
51016	EMC9	ENST00000560403.5	ENST00000419198.6	0.25	0.15703180456172666	0.003330176036538602	0.022624695609192166	0.006736133953325383	0.7008214480250263	3	0.7017785668207797	[]	0.006647622356011155
3337	DNAJB1	ENST00000678098.1	ENST00000676577.1	0.75	0.08445801716554739	0.0011169445673768744	0.6223178494212669	0.006772738971524161	0.7074931285154132	1	0.20869912399807716	[]	0.006683381573668671
25799	ZNF324	ENST00000535298.5	ENST00000196482.4	0.25	0.15740449692614433	0.0033559058239042237	0.06426503977590933	0.006781721805694384	0.7788133748183105	3	0.7983768786391268	['PF00096']	0.006692154565885945
682	BSG	ENST00000613627.5	ENST00000576984.3	0.25	0.09015529903578448	0.0033577622980543306	0.002646202479424827	0.006785009181135978	0.8248817677367279	3	0.6403623478790765	['PF13927']	0.006695307154936052
682	BSG	ENST00000613627.5	ENST00000679472.1	0.25	0.05238454059692417	0.0033577622980543306	0.03300396749110348	0.006785009181135978	0.826381608684892	3	0.5793483509801343	['PF13927']	0.006695307154936052
90693	CCDC126	ENST00000307471.8	ENST00000410069.1	0.25	0.07504543897359212	0.003362148458007457	0.2897657484972437	0.006792775011130131	0.6417238511822677	1	0.862326038495149	[]	0.006702787367649889
57520	HECW2	ENST00000644256.1	ENST00000260983.8	0.25	0.054054064664675605	0.0033658865964829392	0.4114169515744454	0.006799392370152664	0.6514279500818119	1	0.370768876980238	[]	0.006709294172059097
57520	HECW2	ENST00000644256.1	ENST00000644030.1	0.25	0.3053358058364207	0.0033658865964829392	0.05863878501349077	0.006799392370152664	0.9563251585961464	1	0.6650899097442251	[]	0.006709294172059097
84622	ZNF594	ENST00000399604.4	ENST00000576772.1	0.25	0.06205229081507162	0.003394490804998817	0.16490495073070535	0.006849994080919128	0.6409355697098263	3	0.3705850543402302	['PF00096']	0.006758625773546952
2023	ENO1	ENST00000646906.1	ENST00000646680.1	0.25	0.0628654324175339	0.0034034481166043346	0.008146643552026558	0.006865827422715217	0.7362751097688616	3	0.504011999029936	['PF03952']	0.00677413235078484
5648	MASP1	ENST00000296280.11	ENST00000392472.6	0.25	0.08526465616395432	0.003410591443024768	0.004070486896707068	0.00687845005888027	0.6506823958703597	3	0.769375189953696	[]	0.006786540094149747
4924	NUCB1	ENST00000451312.5	ENST00000424608.1	0.25	0.14512584865017858	0.0034154841472151098	0.0023467032236923337	0.006887093567570179	0.9165280082998394	3	0.4894278872838066	['PF13499']	0.006794998549961576
271	AMPD2	ENST00000342115.8	ENST00000476688.3	0.25	0.11533244318057266	0.0034214515995223647	0.0828116049056607	0.006897633367328877	0.9256212727648728	3	0.578061349290425	[]	0.006805165194889497
80230	RUFY1	ENST00000508609.5	ENST00000437570.6	0.25	0.09026755646541124	0.0034220943453080817	0.0032724713541725007	0.0068987684388414	0.8956387752897417	3	0.23716456527910282	['PF01363']	0.006806215373796143
103	ADAR	ENST00000649042.1	ENST00000681683.1	0.25	0.062494628732834276	0.0034666719094290812	6.0572308701104266e-05	0.006977417881096312	0.9068980353928694	1	0.1285887621822617	[]	0.006883386841834981
1072	CFL1	ENST00000530413.1	ENST00000527344.5	0.25	0.12418596591779059	0.003486107671212523	0.005029651651107372	0.007011663968393006	0.8992884016998234	3	0.616125949829484	[]	0.006917029779778537
1198	CLK3	ENST00000564468.5	ENST00000562389.5	0.25	0.08930768835799843	0.003489098886290243	0.011083345268304845	0.007016932122493761	0.8063932861102933	3	0.636331165544069	[]	0.0069221559617743695
1198	CLK3	ENST00000564468.5	ENST00000395066.9	0.25	0.09561461456773418	0.003489098886290243	0.0019369895487979525	0.007016932122493761	0.9490910685931567	3	0.6278068618025795	['PF00069']	0.0069221559617743695
6764	DENND2B	ENST00000531578.1	ENST00000530580.5	0.25	0.09947231211762482	0.0034894140909322185	0.0014892573224148547	0.007017487226312936	0.8427536910855592	2	0.7633175026930188	[]	0.006922632692809769
112398	EGLN2	ENST00000303961.9	ENST00000597746.5	0.25	0.1172568952423232	0.003518512625157928	0.0013087882364133355	0.007068701794471213	0.58466098229181	3	0.3223963762859101	[]	0.006972845632833802
112398	EGLN2	ENST00000303961.9	ENST00000595051.1	0.25	0.11444603509991377	0.003518512625157928	0.000586607174508384	0.007068701794471213	0.8735116754159096	3	0.2793027920992044	['PF13640']	0.006972845632833802
8570	KHSRP	ENST00000595548.5	ENST00000595258.1	0.25	0.15155704201232942	0.00352135116697372	0.0017580000739865706	0.00707369451136618	0.9191632001199824	3	0.7022531596696264	[]	0.0069777230167298206
25946	ZNF385A	ENST00000546919.5	ENST00000551109.5	0.25	0.4240824593626439	0.003526647819393991	0.20499046336888363	0.007083009274718187	0.736243570597944	3	0.5061219253193721	[]	0.006986768329402594
682	BSG	ENST00000614867.2	ENST00000680552.1	0.5	0.06213469437790144	0.0017707077968848353	0.09509739832541689	0.007108969585985625	0.7425346479915037	3	0.12553794557868445	['PF13927']	0.007011992974522995
10783	NEK6	ENST00000423785.5	ENST00000447379.1	0.25	0.07518493748485057	0.003559754956981214	0.18469081817241917	0.007141186979402311	0.6820642346484079	1	0.23545917928558022	[]	0.0070435545027888605
3094	HINT1	ENST00000304043.10	ENST00000511475.6	0.25	0.14332989534204404	0.0035725072336294035	0.003988966424987409	0.007163575414723909	0.8404545249820842	3	0.8668654947214522	['PF01230']	0.007065492148009834
57706	DENND1A	ENST00000394215.6	ENST00000373624.6	0.25	0.11246060690576282	0.0035760046928017463	0.0008314230319486428	0.007169713711452202	0.5671110669765737	3	0.88914625828338	['PF03456']	0.007071498124479919
9181	ARHGEF2	ENST00000361247.9	ENST00000470874.5	0.25	0.14098314801312023	0.003582604078090651	0.02445478936183926	0.0071812937869609765	0.8732476220506952	3	0.7888092198110296	['PF17838', 'PF00621']	0.007082798685733923
6464	SHC1	ENST00000444179.5	ENST00000368450.5	0.25	0.11417848168524239	0.0035905116457250652	0.0003078667369530527	0.007195165354615992	0.8433672701157721	3	0.831322454026987	['PF00017']	0.007096068203207631
3569	IL6	ENST00000404625.5	ENST00000426291.5	0.75	0.18257170506279108	0.0011973049100544699	0.4573329371606043	0.0071976262102292216	0.7165239558223476	1	0.37620811747931315	[]	0.007098470934598463
54973	INTS11	ENST00000527719.5	ENST00000545578.5	0.25	0.09418651288687312	0.0036016956369065416	0.008372799164772144	0.0072147770398516475	0.7231195262654085	3	0.34365385871505943	['PF10996', 'PF07521']	0.007115239757134024
54973	INTS11	ENST00000527719.5	ENST00000527098.5	0.25	0.11165461943121185	0.0036016956369065416	0.0005044507221967357	0.0072147770398516475	0.8924024339040967	3	0.34204829816225196	['PF16661']	0.007115239757134024
25827	FBXL2	ENST00000451636.5	ENST00000435207.5	0.25	0.09712998051191944	0.003603721267990377	0.2853618206668139	0.007218328155343782	0.7975512356451647	3	0.281795904655026	[]	0.00711854747082796
1213	CLTC	ENST00000621829.4	ENST00000269122.8	0.25	0.0776784267063004	0.0036180360195670258	0.0020518183015305756	0.00724341511234662	0.9867086812221956	3	0.2165993313218905	[]	0.007143092559618352
3073	HEXA	ENST00000683681.1	ENST00000566304.5	0.25	0.09661353232706273	0.0036371834202440466	0.272753133206978	0.007276949280386547	0.8717856276971041	3	0.3869979166330755	['PF00728', 'PF14845']	0.007175770296936741
6138	RPL15	ENST00000436146.2	ENST00000644684.1	0.5	0.0737699329537593	0.001821180116911573	0.02864038308103374	0.0072860114591590305	0.84530857434532	2	0.25734312940455223	[]	0.007184559300514685
9120	SLC16A6	ENST00000580666.6	ENST00000327268.8	0.25	0.2772061653682644	0.003661093198742078	0.0004257612358236945	0.0073187887648867396	0.9503883691917471	1	0.415813449602065	[]	0.007216707731433132
65986	ZBTB10	ENST00000455036.8	ENST00000430430.5	0.25	0.14666330515953924	0.0036713254680235305	0.008678958266316107	0.007336682168793827	0.9652583729432532	3	0.23516117420253468	[]	0.0072342280634457995
3964	LGALS8	ENST00000352231.6	ENST00000238181.11	0.25	0.07118920688837624	0.0036721240264968014	0.006676196821966582	0.007338078326131252	0.5918334339605072	3	0.2963116861619033	[]	0.007235580019612451
150290	DUSP18	ENST00000412865.1	ENST00000377087.3	0.25	0.14728892533493074	0.003706186029530295	0.11411504798236036	0.007397590229470489	0.8037043621296937	1	0.2252294286895714	[]	0.007294036518222902
51025	PAM16	ENST00000571941.5	ENST00000571178.1	0.25	0.10725820114002793	0.0037137461282639433	8.65262597565822e-06	0.007410788323016055	0.904074120674526	3	0.36245661648646965	['PF03656']	0.007306800369601886
51025	PAM16	ENST00000571941.5	ENST00000573553.5	0.25	0.06242258190665504	0.0037137461282639433	0.09659826359291057	0.007410788323016055	0.5108038204365511	3	0.19687239234460635	[]	0.007306800369601886
2954	GSTZ1	ENST00000557639.5	ENST00000361389.8	0.25	0.05109628629841256	0.0037347107221106413	0.005887896278236419	0.007447367300574444	0.6347116078154625	1	0.234292234387652	[]	0.00734259027708537
6389	SDHA	ENST00000509632.5	ENST00000617470.4	0.25	0.13570046557960275	0.0037618039577036843	0.006518733605817173	0.007494595963309033	0.9780674565823771	3	0.3514780957590462	['PF02910', 'PF00890']	0.007388826473152313
11156	PTP4A3	ENST00000524028.1	ENST00000520105.5	0.75	0.20455055692752871	0.0012594379062597272	0.17791158008046426	0.007523351673866534	0.6899653916738805	1	0.42274402993313237	[]	0.007417024392571029
11030	RBPMS	ENST00000397323.9	ENST00000523115.5	0.25	0.052958043141422544	0.0037866226477379045	0.17527406782167645	0.00753781684010754	0.5371208223700535	1	0.39048706725370985	['PF00076']	0.007431107485643259
284129	SLC26A11	ENST00000546047.6	ENST00000361193.8	0.25	0.23924234335055486	0.003798539414620565	0.004224422359690231	0.007558555003367286	0.9517612225842423	3	0.47911376677311596	[]	0.007451424835427454
7697	ZNF138	ENST00000440155.6	ENST00000494380.5	0.25	0.06618148513285099	0.003807601037618177	0.18342966212405037	0.007574318242946504	0.5608415918367952	3	0.6126396449957867	['PF00096']	0.007466913657511436
56672	AKIP1	ENST00000534147.5	ENST00000309377.9	0.25	0.13232926392666305	0.00381235957604159	0.04948456029630648	0.007582593847674164	0.881196111473506	3	0.3959558687679474	[]	0.007475046385816842
56672	AKIP1	ENST00000534147.5	ENST00000396648.6	0.25	0.19234842961624615	0.00381235957604159	0.0008696362437197621	0.007582593847674164	0.9692148547268978	3	0.36834419994222156	[]	0.007475046385816842
85021	REPS1	ENST00000258062.9	ENST00000431346.6	0.25	0.0736700241628932	0.003852180255229804	0.020095141155870182	0.007651788219447129	0.8904725675894468	3	0.15908950986898374	['PF12763']	0.007542666850664968
10572	SIVA1	ENST00000553819.5	ENST00000329967.11	0.25	0.2011825402939319	0.0038695763500495957	0.01774240453638812	0.00768198416856006	0.5170640143429437	3	0.7719979632863271	['PF05458']	0.0075721994192517695
966	CD59	ENST00000527577.5	ENST00000351554.8	0.25	0.18122893516474683	0.0038770217322088955	0.0024209196995463424	0.007694901800853641	0.9404329026520254	2	0.683650269815328	[]	0.007584880631876731
3033	HADH	ENST00000505878.4	ENST00000638559.1	0.25	0.07319232564826957	0.00387775906229549	0.02180075273628544	0.007696180863445658	0.7025210656322715	3	0.29472640703670955	[]	0.007586063676742215
64799	IQCH	ENST00000558759.1	ENST00000514049.5	0.5	0.05881059347300924	0.001939226957800553	0.5203941098049245	0.007697386208559615	0.6620218418895983	2	0.3422349445206736	[]	0.007587225861757925
64799	IQCH	ENST00000558759.1	ENST00000629425.2	0.5	0.060795600904815984	0.001939226957800553	0.002385201639646142	0.007697386208559615	0.8450505310856359	2	0.21122391485366815	[]	0.007587225861757925
79145	CHCHD7	ENST00000521831.5	ENST00000519367.1	0.25	0.2329798347149512	0.0038951214902544634	0.0070513959387833326	0.007726289730502736	0.8736247461816724	3	0.6770973380927992	[]	0.007615559666191507
25923	ATL3	ENST00000538786.1	ENST00000398868.8	0.25	0.07500290522883508	0.003896570441009894	0.003031482235825937	0.007728801536914929	0.545713547309758	2	0.9075279467450899	[]	0.007617983434914765
64766	S100PBP	ENST00000373475.10	ENST00000482212.1	0.25	0.05864000998699598	0.003966909007233595	0.4397952595273923	0.007850574845054102	0.6532425465677622	1	0.8344098357657714	[]	0.00773663637242106
7703	PCGF2	ENST00000618506.1	ENST00000620225.5	0.25	0.10538562056265444	0.00397663084290886	0.03376942562803643	0.007867381074912147	0.8980601023031766	3	0.8299755825740583	['PF13923', 'PF16207']	0.007753066255431274
24144	TFIP11	ENST00000407148.5	ENST00000405938.5	0.25	0.08970220816171326	0.003985914043904645	0.1483941910267204	0.007883423486854259	0.8248625818169693	2	0.386523459847462	[]	0.007768636704845867
3094	HINT1	ENST00000511475.6	ENST00000304043.10	0.25	0.14332989534204404	0.003988966424987409	0.0035725072336294035	0.007888697162101456	0.8404545249820842	3	0.8668654947214522	['PF01230']	0.007773780476513133
8943	AP3D1	ENST00000644728.1	ENST00000590683.2	0.25	0.10528651913947934	0.004000583187624765	0.008516565327015788	0.007908762397702685	0.9073571285264289	3	0.14365536234001963	['PF06375', 'PF01602']	0.007793340411835513
8943	AP3D1	ENST00000644728.1	ENST00000589369.2	0.25	0.05831359080056295	0.004000583187624765	0.05583348177509387	0.007908762397702685	0.6765806017478934	3	0.1117734995377923	['PF06375', 'PF01602']	0.007793340411835513
65982	ZSCAN18	ENST00000595721.1	ENST00000600845.1	0.5	0.07320925030910794	0.0020060019023182963	0.11231674500552333	0.007928480616837316	0.5622603221896326	3	0.11834488642946311	['PF02023']	0.007812610707608499
4659	PPP1R12A	ENST00000547330.5	ENST00000546369.5	0.25	0.08024781003769439	0.0040312511524317465	0.03251167266285844	0.00796169366662191	0.81862195452373	3	0.5752296441602391	['PF13857', 'PF15898']	0.007844829096716337
8892	EIF2B2	ENST00000556028.5	ENST00000553401.5	0.25	0.31123454096505637	0.004063113876361323	0.00475121339567763	0.008016625251676512	0.8565533835143307	3	0.7161774211146901	[]	0.007898819432773862
66035	SLC2A11	ENST00000345044.10	ENST00000405847.5	0.25	0.07393798564089174	0.00406586283494023	0.12373001273840945	0.008021361543600506	0.664502617957474	3	0.2749901737407729	[]	0.007903432114639359
5648	MASP1	ENST00000392472.6	ENST00000296280.11	0.25	0.08526465616395432	0.004070486896707068	0.003410591443024768	0.0080293274786541	0.6506823958703597	3	0.769375189953696	[]	0.007911145777659353
55051	NRDE2	ENST00000354366.8	ENST00000554464.1	0.25	0.05630875292462806	0.004081178075068199	0.08475608535123326	0.008047740293525991	0.7770609254320041	2	0.30389664419860074	[]	0.007929125017919477
5534	PPP3R1	ENST00000409752.5	ENST00000234310.8	0.25	0.07819372475043407	0.004106772385236683	0.10345744685873831	0.008091791523487784	0.574565130150968	1	0.8889968693807069	[]	0.007972472495245832
3066	HDAC2	ENST00000519108.5	ENST00000368632.6	0.25	0.515325471743781	0.00412653281420914	0.004379677747537347	0.008125774571813809	0.9838832064487111	3	0.6651200070968396	[]	0.00800576294680355
7755	ZNF205	ENST00000620094.4	ENST00000444510.6	0.25	0.12082977031936265	0.00413359656479024	0.034984278180766736	0.008137916729395648	0.7231319402073443	2	0.4242135742412073	['PF01352', 'PF00096']	0.008017643582564803
5721	PSME2	ENST00000559056.5	ENST00000216802.10	0.5	0.08572236079416234	0.0020694735837020663	0.0496792850286012	0.008147112080878703	0.8189710630134832	2	0.4430557082819198	['PF02251']	0.008026675604669966
6138	RPL15	ENST00000436146.2	ENST00000644185.1	0.25	0.25082239605044443	0.004147059501635219	0.0003345216916404727	0.00816105034641135	0.9827089388136393	3	0.6017040765434108	[]	0.00804029792491201
